用例ID,用例标题,等级,用例类型,模块,用例目录,所属模块,执行档位,档位说明,技能分类,匹配说明,人工验收项,前置条件,步骤描述,预期结果
12903353,同一区域列表+添加次数上限验证--5次,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,新建任务页,1. 对同一区域（如 B 区）连续点击 + 号，添加 1-5 次；2. 第 6 次尝试添加,"1. 1-5 次可正常添加，任务列表显示该区域 5 次；
2. 第 6 次点击无法添加，弹出「同一区域最多可添加 5 次」提示"
12903354,同一区域底图选中添加次数上限-5 次,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,新建任务页，对某区域已完成 4 次添加,1. 第 5 次点击添加该区域；2. 第 6 次尝试添加,1. 第 5 次可正常添加，任务列表显示 5 次；2. 第 6 次点击被拦截，弹出「同一区域最多可添加 5 次」提示，不新增任务
12903359,任务添加快速连续点击验证---五次上限，无奔溃,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务添加与区域选择交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,新建任务页，无已添加任务,1. 快速连续点击同一区域 + 号 / 地图区域 5 次以上,"1. 系统防抖动，仅按有效点击次数添加，不重复添加；
2. 无崩溃、无数据错乱、无布局异常"
12903723,任务项右侧删除功能验证,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1.新建任务页面
2.任务列表有已添加的任务","1. 点击任务列表，任务项右侧 ×（删除）按钮；
2. 确认删除","1. 任务从列表中移除，计数 - 1；
2. 若添加次数已达上限5次，该区域回归「可添加区域」列表，重新显示 + 号；
3. 若该区域添加次数减至0，地图对应区域高亮取消"
12903724,任务列表可长按拖拽排序,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作,A,机载 UI 可 Midscene 执行,convert_extra,长按、拖动、返回、保存,,新建任务页已添加至少 2 个不同任务,"1. 长按某任务项；
2. 拖动至另一任务位置后释放；
3. 保存任务后返回页面查看","1. 拖拽过程中任务项视觉反馈正常，可流畅拖动；
2. 释放后任务顺序成功更新；
3. 保存后顺序持久化，再次进入页面顺序不变"
12903725,任务项编辑功能验证,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1.新建任务页
2.任务列表有已添加的任务","1. 点击任务项右侧铅笔（编辑）图标；
2. 修改作业参数（如割草高度、作业类型）；
3. 确认修改","1. 正常进入参数设置，参数可修改；
2. 确认后任务列表参数同步更新；
3. 地图区域对应参数生效"
12903456,未保存（已添加未保存场景）点击返回触发二次确认,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,新建任务页已添加任务未保存，点击左上角返回,1. 点击左上角返回箭头,"1. 弹出「任务未保存」确认弹窗；
2. 文案正确：“确定要返回吗？该操作不可撤销，所有任务配置不会保存”；
3. 显示「取消」+「返回」按钮"
12903457,新建任务页返回功能验证（未添加任务场景）--直接返回,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,进入新建任务页，未添加任何任务,1. 点击左上角返回箭头,1. 直接返回作业任务列表页，无提示，页面加载正常
12903458,返回弹窗二次确认-返回-返回主界面,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,已打开返回二次确认弹窗,1. 点击弹窗中「返回」按钮,"1. 关闭新建任务页，跳转回首页；
2. 本次所有配置不保存，列表无新增；
3. 页面跳转流畅无异常"
12903459,点击返回弹窗二次确认-取消-弹窗关闭停留当前页面,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,已打开返回二次确认弹窗,1. 点击弹窗中「取消」按钮,"1. 关闭弹窗，停留在新建任务页；
2. 所有任务配置、列表状态保持不变"
12903460,返回弹窗防重复点击验证--不叠加执行，无奔溃,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,新建任务页面，已打开返回二次确认弹窗,1. 弹窗开启后，快速连续点击「返回」多次,"1. 仅执行一次返回跳转；
2. 无重复弹窗、无页面反复跳转"
12903461,弱网环境下返回验证---返回成功,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/返回二次确认交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,手机弱网 / 断网，已添加未保存任务,1. 点击返回 → 确认返回,"1. 弹出网络异常提示；
2. 执行返回跳转，回首页；
3. 原有配置不丢失"
12903612,未添加任务时保存及删除按钮不显示,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,A,机载 UI 可 Midscene 执行,convert_high,点击,,新建任务页任务列表为空,"1. 查看底部「保存」、「删除」按钮状态；
2. 点击按钮",1. 不显示保存及删除按钮
12903613,任务保存成功有 Toast 提示,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,A,机载 UI 可 Midscene 执行,convert_high,点击,,已添加任务，配置合法任务名,1. 点击「保存」按钮；2. 观察页面提示,"1. 弹出绿色「任务已保存」Toast 提示；
2. Toast 显示时长正常（2-3 秒），文案、样式符合设计；
3. 保存成功后自动返回作业任务列表页（首页）"
12903616,任务名存在默认值展示,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,A,机载 UI 可 Midscene 执行,convert_high,输入,,首次进入新建任务页，未修改过任务名,1. 查看任务名输入框默认内容,1. 默认显示「任务 1」，文案、字体、位置完全符合设计稿
12903617,任务名输入框点击高亮显示,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,A,机载 UI 可 Midscene 执行,convert_high,点击、输入,,进入新建任务页，任务名输入框可见,1. 点击任务名输入框；2. 观察输入框状态与软键盘,"1. 输入框高亮显示，样式符合设计；
2. 光标自动定位到输入框内；
3. 正常弹出软键盘，可输入"
12903618,任务名多类型字符输入验证,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,A,机载 UI 可 Midscene 执行,convert_high,点击、输入,,进入新建任务页，激活任务名输入框,1. 依次输入中文、英文、数字、特殊字符、emoji；2. 点击保存,1. 所有字符正常输入，无乱码、截断、显示异常；2. 任务名可正常保存
12903619,任务名超长字符输入验证----上限,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,A,机载 UI 可 Midscene 执行,convert_high,输入,,进入新建任务页，激活任务名输入框,1. 输入超长字符（如 50 个汉字 / 100 个英文字母）；2. 查看输入框状态,1. 按产品设计规则处理（如限制输入长度50字符）；2. 无崩溃、无布局错乱
12903620,任务名输入框编辑删除---逐一删除字符,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,A,机载 UI 可 Midscene 执行,convert_high,输入,,任务名输入框内有自定义内容,1. 部分删除字符；2. 全选删除；3. 重新输入新内容,1. 编辑操作流畅，光标定位准确；2. 无卡顿、无内容残留
12903621,任务名空值保存拦截验证--ui提示,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,A,机载 UI 可 Midscene 执行,convert_high,点击,,新建任务页已添加至少 1 个任务，清空任务名输入框,1. 点击底部「保存」按钮,1. 系统拦截保存操作；2. 弹出「请输入任务名称」类提示；3. 输入框自动聚焦，APP 无崩溃
12903622,弱网 / 断网环境下任务保存--正常保存,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/任务保存与命名,A,机载 UI 可 Midscene 执行,convert_high,点击、等待,,手机处于弱网 / 断网状态，已添加任务,1. 点击「保存」按钮；2. 等待网络反馈,1. 弹出网络异常提示；2. APP 无崩溃，已添加任务数据不丢失（支持离线则离线缓存，网络恢复后可同步）
12903862,删除任务二次确认弹窗确认,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,新建任务页已添加任务，点击底部「删除」,1. 点击「删除」按钮,"1. 弹出「删除任务」确认弹窗；
2. 文案正确：“确定要删除「任务名」吗？该操作不可撤销...”；
3. 显示「取消」+「删除」按钮"
12903863,删除二次弹窗-删除--删除任务成功,P0,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,已打开删除任务二次确认弹窗,1. 点击弹窗中「删除」按钮,"1. 关闭弹窗；
2. 任务从列表移除，计数 - 1；
3. 可添加区域恢复 + 号，地图高亮取消；
4. 弹出绿色 Toast：“任务已删除”"
12903864,删除二次弹窗-取消--取消删除,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,已打开删除任务二次确认弹窗,1. 点击弹窗中「取消」按钮,"1. 关闭弹窗，返回新建任务页；
2. 任务列表、地图高亮、可添加区域状态无变化，不删除任务"
12903865,删除任务后自动回首页,P1,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,已执行删除任务操作,1. 点击「删除」按钮完成删除,1. 删除成功后自动跳转回作业任务列表页（首页）；2. 首页加载正常，无卡顿 / 白屏
12903866,删除任务 Toast 提示验证,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,已执行删除任务操作,1. 点击「删除」按钮完成删除,1. 顶部弹出绿色 Toast 提示 “任务已删除”；2. Toast 显示正常（2-3 秒），不遮挡关键 UI
12903867,删除弹窗防重复点击验证--不叠加执行，无奔溃,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,已打开删除任务二次确认弹窗,1. 弹窗开启后，快速重复点击「删除」多次,1. 仅执行一次删除操作；2. 无多次弹窗叠加、无崩溃、无数据重复删除
12903868,弱网环境下删除任务验证---删除成功,P2,,主界面展示/任务区,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,整机软件V1.0/界面操作和任务设置/主界面展示/任务区/新建任务/任务列表操作/删除按钮交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,手机弱网 / 断网，已添加任务,1. 点击「删除」→ 确认删除,1. 弹出网络异常提示；2. 不执行删除操作，原有数据状态不变；3. APP 无崩溃
12903946,未建图定位正常，正确显示机器人定位及位置图标,P1,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,A,机载 UI 可 Midscene 执行,convert_extra,进入,,机器人定位正常,"1. 机器人定位到地图上；
2. 进入地图展示区，观察位置图标；
3. 移动机器人，观察图标更新。",位置图标（如红色圆点）准确显示机器人当前位置，移动时实时更新
12903947,已建图定位正常，底图可查看当前定位地图及关联地图,P0,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,A,机载 UI 可 Midscene 执行,convert_high,滑动,,"1.定位成功
2.创建一张地图包含多个区域，存在关联地图","1、1.存在至少一张关联地图，地图内有多个作业区、禁区等可滑动查看
2.刷新地图或打开首页，查看地图展示区默认显示
2、1.定位成功，已创建地图
2.机器当前定位位置不在已建地图区域，查看首页显示","1、1.首页地图展示区，默认显示当前地图内机器定位的区域（包含工作区、禁区等待定义）
2.可滑动查看其他区域，关联地图通过地图切换点连接显示，无缺失
2、1.地图显示当前定位卫星地图，可挪动底图查看已建图区域地图"
12903949,未建图定位失败时，显示随机卫星地图,P0,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,A,机载 UI 可 Midscene 执行,convert_mid,显示,,机器人未建图，定位异常,"1. 确保机器人未建图，且设备定位异常；
2. 进入地图展示区，观察显示内容和提示。","1.底图显示随机卫星地图
2.任务列表为空有清晰的「创建地图」引导提示及创建地图按钮"
12903950,未建图定位成功时显示当前卫星图,P0,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,A,机载 UI 可 Midscene 执行,convert_mid,显示,,机器人未建图，可获取卫星地图,"1. 确保机器人未建图，但设备可获取卫星地图；
2. 机器人定位成功；
3. 进入地图展示区，观察显示内容和提示。","1.显示机器人当前位置的卫星地图，
2.任务列表为空有清晰的「创建地图」引导提示及创建地图按钮"
12903951,非当前定位地图可正常切换显示,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,B,以观察/显示类步骤为主，需环境注入或截图断言,convert_mid,显示,,1.所选地图不在机器当前实际位置，查看地图显示,1、切换非当前定位的地图查看页面显示,1、正常显示切换后的地图
12903952,非工作状态首页不显示详细的语义地图,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,B,以观察/显示类步骤为主，需环境注入或截图断言,convert_mid,显示,,"1.设备状态正常，非割草，集草，吸割一体任务执行中
2.当前区域已建图，定位正常",1、1.挪动底图，缩放查看地图显示,1、底图根据比例尺缩放显示卫星地图及粗略版本语义地图（只显示边框及区域名称--具体根据ui显示)
12903954,已建图首页选中作业区域，底图高亮展示当前区域、面积及名称,P1,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,A,机载 UI 可 Midscene 执行,convert_high,点击,,已建图包含作业A、B、C工作区域,1、1.点击底图选中A工作区域，查看地图显示,"1、1.选中A区域，底图高亮覆盖显示区域A及区域A边框、面积和区域名称
2.B、C区域边框、面积及名称不高亮"
12903957,手动切换不同地图，底图同步刷新,P1,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,A,机载 UI 可 Midscene 执行,convert_high,点击,,创建多张地图,"1、1.当前定位地图正常展示
2.点击地图栏进入地图切换页面，切换其他地图查看首页显示",1、首页地图底图正常刷新为切换后的地图
12903959,未建图有定位 → 建图成功 → 已建图状态切换，页面地图显示信息提示正确,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,A,机载 UI 可 Midscene 执行,convert_extra,切换,,定位成功,1、查看有卫星未建图-建图成功页面状态切换,"1、底图界面有地图显示到显示机器人当前位置的卫星地图，
地图栏提示未建图界面有「新建地图」引导提示----
建图成功地图栏显示地图名称、底图显示新建的地图"
12903960,未建图无定位 → 有定位→ 未建图有定位状态切换，页面地图显示信息提示正确,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,A,机载 UI 可 Midscene 执行,convert_extra,切换,,设备可正常切换定位状态,"1、1.未建图无定位
2.未建图定位正常
3.查看页面状态切换","1、1.未建图无定位时显示随机卫星地图，界面提示新建地图
2.定位成功后显示当前位置卫星地图，界面提示新建地图
3.定位状态切换中及切换后页面无异常跳转，流畅切换"
12903961,支持缩放拖动地图操作流畅,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业前地图展示,A,机载 UI 可 Midscene 执行,convert_extra,进入、拖动、缩放、操作,,App 进入地图展示区,"1. 进入地图展示区；
2. 双指缩放地图（放大 / 缩小），单指拖动地图；
3. 连续操作 10 次以上，观察响应。",缩放、拖动响应及时，无延迟、无卡顿，地图显示正常
12903309,已建图时，（工作中）根据比例尺缩放大小切换显示语义及卫星地图,P1,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,B,以观察/显示类步骤为主，需环境注入或截图断言,convert_mid,显示,,机器人已建图,1、1.新建地图，挪动缩放底图查看地图显示,1、根据比例尺缩放大小切换显示语义及卫星地图（根据产品定义、研发调研实现）
12903317,工作中任务列表展开全局状态页面显示--当前作业任务列表,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1.机器状态正常
2.任务设置完成","1、1.开始任务（割草、集草、割吸一体），机器开始工作
2.工作中点击任务列表展开，查看页面显示","1、1.状态栏左侧显示当前机器状态
2.右侧任务列表收起按钮（点击可收起任务列表）
3.地图中区显示当前工作全部区域地图（显示工作路径、禁区、面积等详细信息）
4.地图区左侧显示聚焦按钮
5.页面底部右侧显示作业暂停及取消按钮
6.页面右侧显示任务栏（包含整体任务区域、作业类型参数、单区域工作进度、整体进度、剩余工作时间，作业参数可进行调整（点击具体任务，展开调节面板）"
12903318,地图定位按钮展示,P2,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,A,机载 UI 可 Midscene 执行,convert_high,点击,,进入作业中页面,"1、1. 双指缩放地图
2.上下左右、放大缩小地图，点击聚焦（定位）按钮查看","1、1. 支持多级缩放，从全局到细节
2.自动归位到默认比例尺，展示当前机器定位区域"
12903319,抵达地图切换点自动切换地图后，底图同步刷新,P1,,主界面展示/地图展示区,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,整机软件V1.0/界面操作和任务设置/主界面展示/地图展示区/作业中地图路线与进度展示,A,机载 UI 可 Midscene 执行,convert_mid,显示,,创建多个关联地图,"1、1.当前地图正常展示
2.机器运行通过地图切换点自动切换工作地图后，查看底图显示",1、首页地图底图正常刷新为切换后的地图
12903777,左上角返回功能验证,P0,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,1. 割草机器人设备在线；2.已建地图；3. 进入「快速任务」页面,"1. 未添加任务/已添加任务，未保存
2.点击页面左上角返回箭头","1. 弹窗未保存是否退出（确认成功返回上一级页面；取消停留当前页面）；
2. 页面切换无卡顿、无闪退、无 ANR"
12903778,退出重进任务列表记忆,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,B,长时重启/等待,convert_extra,进入、退出、登录、保存、添加,长时重启/等待,1. 设备处于弱网 / 断网/正常网络环境；2. 进入快速任务页面,"1. 添加任务并保存；
2. 退出、重启设备 / 重新登录；
3. 进入快速任务页面","1. 任务列表加载上次保存的配置，无丢失；
2. 不同账号 / 设备数据独立，互不影响"
12903779,快速任务当前选中区域名称实时显示,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,A,机载 UI 可 Midscene 执行,convert_extra,切换,,1. 进入快速任务页,1. 切换不同地图区域,1. 区域名称同步更新在任务添加列表显示
12903781,地图定位与视图交互双向同步,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互,A,机载 UI 可 Midscene 执行,convert_high,点击,,1. 割草机器人设备在线；2.已建地图；3. 进入「快速任务」页面,"1. 选中「可添加区域」中不在屏幕的区域；
2. 地图缩放 / 拖动查看其他区域；
3. 点击任务添加，验证自动定位","1. 地图自动移至目标区域，调整至可视位置；
2. 地图缩放 / 拖动流畅无卡顿；
3. 添加任务后自动高亮并定位，逻辑正常"
12903637,首次进入动画指引,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互/首次进入引导验证,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互/首次进入引导验证,A,机载 UI 可 Midscene 执行,convert_extra,进入,,1. 首次开启快速任务,1. 进入首页,1. 弹出动画指引
12903640,指引未完成，下次会再弹窗,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互/首次进入引导验证,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/全局交互/首次进入引导验证,A,机载 UI 可 Midscene 执行,convert_extra,关闭、添加、操作,,首次添加快速任务,"1、1.根据快速任务指引操作
2.还未进行到指引最后一步，关闭机器
3.再次开机重新添加快速任务查看",1、再次弹窗快速指引
12903378,地图点击工作区域选中添加任务,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,A,机载 UI 可 Midscene 执行,convert_high,点击,,1. 割草机器人设备在线；2.已建地图；3. 进入「快速任务」页面,"1. 点击地图上的「A 区草坪」作业区域；
2. 重复点击「A 区草坪」观察次数提示；
3. 点击「B 区草坪」添加任务","1. 右侧任务列表同步新增对应任务，地图区域高亮；
2. 重复点击显示「已添加 X 次」，最多支持 5 次；
3. 多区域添加无冲突、无异常"
12903379,可添加区域列表点击添加任务验证,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 割草机器人设备在线；
2.已建地图；
3. 进入「快速任务」页面","1. 点击「可添加区域」列表中的「A 区草坪」；
2. 点击列表中任务的「编辑」图标；
3. 点击任务的「删除」（叉号）图标","1. 任务新增至右侧列表，地图高亮；
2. 跳转参数设置页面，可编辑参数并保存；
3. 确认删除，任务从列表移除，地图高亮取消"
12903380,任务列表编辑与参数保存,P2,,快速任务/界面基础信息展示与操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,整机软件V1.0/界面操作和任务设置/快速任务/界面基础信息展示与操作/任务操作,A,机载 UI 可 Midscene 执行,convert_high,点击,,"1. 割草机器人设备在线；
2.已建地图；
3. 进入「快速任务」页面","1. 点击任务列表中任务的「编辑」图标；
2. 修改割盘高度、运行速度等参数；
3. 保存参数返回任务列表","1. 成功跳转参数设置页；
2. 参数修改生效，列表显示更新后的参数；
3. 无数据错乱、丢失"
